TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
K9,Central Cascades,,,,6242.0,3.0,3,,,2019-11-07,6,https://www.wta.org/go-hiking/hikes/k9
Ice Box Peak,Central Cascades,,,,8112.0,3.5,4,,,2008-10-11,1,https://www.wta.org/go-hiking/hikes/icebox-peak
Copper Point,North Cascades,,,,7840.0,2.67,3,,,,0,https://www.wta.org/go-hiking/hikes/copper-point
Mount Daniel,Snoqualmie Region,18.0,roundtrip,5100.0,7960.0,4.2,5,47.5434484,-121.0971175,2020-10-04,107,https://www.wta.org/go-hiking/hikes/mount-daniel
Lion Rock,Central Cascades,,,,6360.0,3.8,5,,,2020-07-24,12,https://www.wta.org/go-hiking/hikes/lion-rock
Jerry Lakes,North Cascades,,,,,3.0,4,,,2020-09-01,3,https://www.wta.org/go-hiking/hikes/jerry-lakes
Little Bulger Peak,Snoqualmie Region,,,,,2.25,4,,,2008-09-10,1,https://www.wta.org/go-hiking/hikes/little-bulger-peak
Silver Falls - Grove of the Patriarchs Snowshoe,Mount Rainier Area,5.0,roundtrip,400.0,2500.0,3.5,2,46.7325899977,-121.569181681,2021-03-14,12,https://www.wta.org/go-hiking/hikes/silver-falls-grove-of-the-patriarchs-snowshoe
Shark Reef Sanctuary,Puget Sound and Islands,1.0,roundtrip,40.0,60.0,3.0,4,48.462667,-122.937333,2020-09-19,15,https://www.wta.org/go-hiking/hikes/shark-reef-sanctuary
Sahale Glacier,North Cascades,,,,,3.0,4,48.475545879,-121.075122803,2020-09-09,34,https://www.wta.org/go-hiking/hikes/sahale-glacier
Rampart Ridge Snowshoe,Mount Rainier Area,4.5,roundtrip,1200.0,4050.0,3.33,3,46.7498494057,-121.813694,2021-04-16,54,https://www.wta.org/go-hiking/hikes/rampart-ridge-snowshoe
Buck Creek,North Cascades,,,,,1.75,4,,,2021-04-04,18,https://www.wta.org/go-hiking/hikes/buck-creek-1
Cady Ridge,Central Cascades,14.0,roundtrip,3015.0,5551.0,3.67,9,47.91825,-121.087383333,2020-09-28,97,https://www.wta.org/go-hiking/hikes/cady-ridge
Buckskin Ridge,North Cascades,33.4,roundtrip,,7300.0,3.5,4,48.7337925,-120.6751729,2020-09-22,47,https://www.wta.org/go-hiking/hikes/buckskin-ridge
Bridal Veil Falls,Central Cascades,4.0,roundtrip,1000.0,1600.0,3.92,60,47.8091924291,-121.573974788,2021-04-21,534,https://www.wta.org/go-hiking/hikes/bridal-veil-falls
Boundary Way,North Cascades,8.2,roundtrip,1458.0,5658.0,3.0,4,48.9868695397,-121.934556412,2020-08-10,15,https://www.wta.org/go-hiking/hikes/boundary-way
Boulder Lake (Olympics),Olympic Peninsula,10.2,roundtrip,2480.0,4300.0,3.0,5,47.9775078,-123.6860602,2020-10-31,29,https://www.wta.org/go-hiking/hikes/boulder-lake-1
Boulder Ridge,North Cascades,,,2700.0,,4.25,4,48.7139833333,-121.690283333,2020-07-16,32,https://www.wta.org/go-hiking/hikes/boulder-ridge
Brown Creek,Olympic Peninsula,0.8,roundtrip,20.0,,3.2,5,47.4121936042,-123.322023729,2020-08-01,4,https://www.wta.org/go-hiking/hikes/brown-creek
Boundary Trail - Pasayten,North Cascades,80.0,one-way,9000.0,7800.0,3.25,4,48.8848396,-119.8666783,2020-08-23,88,https://www.wta.org/go-hiking/hikes/boundary-trail-1
Buck Creek Pass,Central Cascades,19.2,roundtrip,,6000.0,3.86,7,48.0770691,-120.8578772,2020-08-28,131,https://www.wta.org/go-hiking/hikes/buck-creek-pass
Big Beaver Trail,North Cascades,24.6,one-way,500.0,1980.0,3.44,9,48.7240592,-121.066395,2021-04-17,97,https://www.wta.org/go-hiking/hikes/big-beaver
Blue Lake High,Central Cascades,,,,,3.5,4,48.0448418,-121.258825,2020-10-09,50,https://www.wta.org/go-hiking/hikes/blue-lake-high
Boardman Lake,North Cascades,2.0,roundtrip,300.0,3050.0,3.53,19,48.0337,-121.6858,2021-04-11,219,https://www.wta.org/go-hiking/hikes/boardman-lake
Black Lake,North Cascades,8.0,roundtrip,780.0,3982.0,2.89,9,48.7830833333,-120.161333333,2020-06-22,35,https://www.wta.org/go-hiking/hikes/black-lake
Billy Goat,North Cascades,9.8,roundtrip,2200.0,6600.0,3.0,5,48.7825357,-120.3178768,2020-09-28,27,https://www.wta.org/go-hiking/hikes/billy-goat
Blue Lake,North Cascades,1.7,roundtrip,300.0,3984.0,4.06,16,48.656539,-121.7722613,2020-08-17,135,https://www.wta.org/go-hiking/hikes/blue-lake-1
Big Four Ice Caves,North Cascades,2.2,roundtrip,220.0,1938.0,3.95,103,48.0659166667,-121.510733333,2021-03-31,677,https://www.wta.org/go-hiking/hikes/big-four-ice-caves
Big Tree Loop,Central Cascades,1.0,roundtrip,,2000.0,3.25,4,47.8603834553,-120.970735755,2019-07-01,2,https://www.wta.org/go-hiking/hikes/big-tree-loop
Beaver Lake,North Cascades,2.0,roundtrip,400.0,5500.0,3.43,7,48.4680653234,-119.883589736,2019-08-04,10,https://www.wta.org/go-hiking/hikes/beaver-lake
Aurora Creek,Olympic Peninsula,6.8,roundtrip,3670.0,4200.0,3.0,4,48.0536153,-123.9892995,2020-12-27,7,https://www.wta.org/go-hiking/hikes/aurora-creek
Barlow Point,North Cascades,2.4,roundtrip,800.0,3200.0,3.54,13,48.0304666667,-121.442933333,2020-10-26,98,https://www.wta.org/go-hiking/hikes/barlow-point
Bagley Lakes,North Cascades,2.0,roundtrip,150.0,4300.0,3.84,19,48.8631799,-121.6793076,2020-11-07,117,https://www.wta.org/go-hiking/hikes/bagley-lakes
West Cady Ridge to Benchmark Mountain,Central Cascades,14.4,roundtrip,3700.0,5816.0,3.5,8,47.9267333333,-121.27705,2020-08-15,164,https://www.wta.org/go-hiking/hikes/benchmark-mountain
Beezley Hills Preserve,Central Washington,2.3,roundtrip,400.0,1750.0,2.3,10,47.3186,-119.7998,2021-01-18,28,https://www.wta.org/go-hiking/hikes/beezley-hills-preserve
Bear Lake,North Cascades,0.8,roundtrip,75.0,,3.09,11,48.0598187,-121.7370466,2021-03-18,77,https://www.wta.org/go-hiking/hikes/bear-lake-2
Bedal Basin,North Cascades,5.2,roundtrip,1900.0,4700.0,2.0,7,48.070136,-121.375279,2019-10-19,40,https://www.wta.org/go-hiking/hikes/bedal-creek
Baldy,Olympic Peninsula,7.2,roundtrip,3800.0,6827.0,3.57,7,47.8828894933,-123.142729497,2020-12-06,61,https://www.wta.org/go-hiking/hikes/baldy
Batey-Bould,Eastern Washington,38.2,roundtrip,2000.0,4400.0,2.75,4,48.37111111,-117.3722222,2018-02-15,1,https://www.wta.org/go-hiking/hikes/batey-bould
Bald Eagle Mountain,Central Cascades,13.6,one-way,3800.0,5800.0,1.5,4,48.00125,-121.294033333,2020-10-09,61,https://www.wta.org/go-hiking/hikes/bald-eagle-mountain
Bead Lake,Eastern Washington,11.4,roundtrip,400.0,,3.71,7,48.2896558,-117.1075482,2021-01-23,35,https://www.wta.org/go-hiking/hikes/bead-lake
Keechelus Ridge Snowshoe,Snoqualmie Region,6.4,roundtrip,2100.0,4900.0,1.4,5,47.322505128,-121.323866844,2021-01-15,40,https://www.wta.org/go-hiking/hikes/keechelus-ridge-snowshoe
Jimmy Creek,Central Cascades,,,,,1.25,4,,,2020-06-21,9,https://www.wta.org/go-hiking/hikes/jimmy-creek
Jungle Creek,Snoqualmie Region,,,,,2.25,4,47.341372,-120.9032093,2020-12-29,43,https://www.wta.org/go-hiking/hikes/jungle-creek
Jolly Creek,Snoqualmie Region,,,,,3.75,4,,,2014-08-05,1,https://www.wta.org/go-hiking/hikes/jolly-creek
Jordan Creek,South Cascades,,,,,2.75,4,46.5077266809,-121.580629349,2020-09-04,9,https://www.wta.org/go-hiking/hikes/jordon-creek
Jack Ridge,Central Cascades,,,,,2.75,4,,,2020-10-17,14,https://www.wta.org/go-hiking/hikes/jack-ridge
Keenes Trail,South Cascades,,,,,3.25,4,,,2003-06-26,1,https://www.wta.org/go-hiking/hikes/keenes-trail
John Muir Discovery,Mount Rainier Area,,,,,3.33,3,,,2020-08-24,1,https://www.wta.org/go-hiking/hikes/john-muir-discovery
Johnson Mountain,North Cascades,,,,,4.6,5,,,2020-08-15,12,https://www.wta.org/go-hiking/hikes/johnson-mountain
Johnny Creek,North Cascades,,,,,2.75,4,,,2020-02-11,2,https://www.wta.org/go-hiking/hikes/johnny-creek
Island Lake,Olympic Peninsula,,,,,2.75,4,,,,0,https://www.wta.org/go-hiking/hikes/island-lake
Jack Creek,Central Cascades,,,,,4.25,4,47.6060364552,-120.918544158,2020-09-06,45,https://www.wta.org/go-hiking/hikes/jack-creek
Kay Creek,North Cascades,,,,,2.33,3,,,2002-04-26,1,https://www.wta.org/go-hiking/hikes/kay-creek
House Rock,South Cascades,,,,,3.75,4,,,,0,https://www.wta.org/go-hiking/hikes/house-rock
Indian Flat,South Cascades,,,,,2.75,4,,,2020-08-25,4,https://www.wta.org/go-hiking/hikes/indian-flat
Icicle Gorge View Trail,Central Cascades,2.25,roundtrip,200.0,2900.0,4.5,2,47.60855,-120.894533333,2020-08-21,22,https://www.wta.org/go-hiking/hikes/icicle-gorge-view-trail
Index Creek,Central Cascades,,,,,3.5,4,47.679258345,-120.869865417,2019-07-06,8,https://www.wta.org/go-hiking/hikes/index-creek
Indian Head Basin,Central Cascades,,,,,3.2,5,,,2020-06-27,4,https://www.wta.org/go-hiking/hikes/indian-head-basin
Ipsut Falls,Mount Rainier Area,11.4,roundtrip,300.0,2650.0,3.12,8,46.9770833333,-121.831533333,2021-04-11,23,https://www.wta.org/go-hiking/hikes/ipsut-falls
Indian Trail,Issaquah Alps,,,,,2.4,5,,,2021-03-22,98,https://www.wta.org/go-hiking/hikes/indian-trail
Ipsut Pass,Mount Rainier Area,8.0,roundtrip,2800.0,5150.0,3.2,5,46.9770833333,-121.831533333,2020-08-24,42,https://www.wta.org/go-hiking/hikes/ipsut-pass
Hoodoo Pass,Central Cascades,,,,,2.33,3,,,2016-09-25,7,https://www.wta.org/go-hiking/hikes/hoodoo-pass
Hubbard Creek,North Cascades,,,,,3.25,4,,,,0,https://www.wta.org/go-hiking/hikes/hubbard-creek
Honeymoon Creek,North Cascades,,,,,3.0,3,,,2019-09-23,4,https://www.wta.org/go-hiking/hikes/honeymoon-creek
Horton Butte,Central Cascades,,,,,3.5,4,48.1459705,-120.494539,2010-05-22,2,https://www.wta.org/go-hiking/hikes/horton-butte
Indian Heaven,South Cascades,,,,,2.29,7,46.0938290195,-121.768341064,2020-09-01,53,https://www.wta.org/go-hiking/hikes/indian-heaven
Hornet Ridge,Central Cascades,,,,,4.25,4,,,,0,https://www.wta.org/go-hiking/hikes/hornet-ridge
Horseshoe Creek,North Cascades,,,,,3.25,4,,,,0,https://www.wta.org/go-hiking/hikes/horseshoe-creek
Independence Pass Loop,South Cascades,8.0,roundtrip,300.0,4500.0,3.0,5,46.30445,-122.0819,2020-10-31,19,https://www.wta.org/go-hiking/hikes/independence-pass
Indian Creek Snowshoe,Snoqualmie Region,14.0,roundtrip,1300.0,3600.0,3.5,2,47.3016947,-120.854508,2020-02-22,3,https://www.wta.org/go-hiking/hikes/indian-creek-snowshoe
Kennedy Ridge,Central Cascades,,,,,2.33,6,,,2020-09-08,14,https://www.wta.org/go-hiking/hikes/kennedy-ridge
Labyrinth Mountain,Central Cascades,,,,,3.0,5,47.8278505459,-121.03032589,2020-11-21,53,https://www.wta.org/go-hiking/hikes/labyrinth-mountain
Lake Michael,Snoqualmie Region,,,,,3.5,4,,,2020-09-05,8,https://www.wta.org/go-hiking/hikes/lake-michael
Lake Clarice,Central Cascades,,,,,2.0,4,47.5421035,-121.0942685,2018-07-20,4,https://www.wta.org/go-hiking/hikes/lake-clarice
Lake LaCrosse,Olympic Peninsula,,,,,4.0,4,,,2018-07-03,5,https://www.wta.org/go-hiking/hikes/lake-lacrosse
Lake Of The Pines,North Cascades,,,,,4.25,4,,,,0,https://www.wta.org/go-hiking/hikes/lake-of-the-pines
Lake Creek,Central Cascades,,,,,2.5,4,47.9182,-121.085933333,,0,https://www.wta.org/go-hiking/hikes/lake-creek
Kettle Creek,South Cascades,,,,,4.5,4,46.9437149,-121.3272549,2017-08-09,10,https://www.wta.org/go-hiking/hikes/kettle-creek
Alaska Lake Snowshoe,Snoqualmie Region,12.0,roundtrip,1600.0,4200.0,3.33,3,47.4016512,-121.3736105,2016-06-04,5,https://www.wta.org/go-hiking/hikes/alaska-lake-snowshoe
Abiel Pass,Snoqualmie Region,9.0,roundtrip,3400.0,5600.0,2.4,5,,,2020-07-21,3,https://www.wta.org/go-hiking/hikes/abiel-pass
Alder Ridge-Mad River Tie,Central Cascades,,,,,2.8,5,,,2017-05-16,3,https://www.wta.org/go-hiking/hikes/alder-ridge-mad-river-tie
Allen Mountain,South Cascades,,,,,4.0,6,46.6563882016,-121.843357086,2020-07-03,8,https://www.wta.org/go-hiking/hikes/allen-mountain
Williams Lake,Snoqualmie Region,,,,,2.4,5,,,2020-09-03,43,https://www.wta.org/go-hiking/hikes/williams-lake
Palouse to Cascades Trail - Army East,Central Washington,8.0,roundtrip,500.0,1500.0,2.5,4,46.843727,-119.9643955,2020-06-21,7,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-army-east
Spring Creek - Green Mountain,South Cascades,8.2,roundtrip,1200.0,5107.0,3.4,5,46.3305,-121.574,2017-07-05,1,https://www.wta.org/go-hiking/hikes/spring-creek-green-mountain
Sheep Mountain,North Cascades,,,,,4.5,4,,,2018-07-04,5,https://www.wta.org/go-hiking/hikes/sheep-mountain
Tin Can Gap,North Cascades,12.0,roundtrip,2800.0,5800.0,3.86,7,48.1937333333,-121.7716,2020-10-03,22,https://www.wta.org/go-hiking/hikes/tin-can-gap
Kid Creek,North Cascades,,,,,3.0,4,,,,0,https://www.wta.org/go-hiking/hikes/kid-creek
Lake Edna,Central Cascades,12.5,roundtrip,4500.0,6735.0,2.5,4,47.60855,-120.882033333,2020-09-27,56,https://www.wta.org/go-hiking/hikes/lake-edna
Kraus Ridge,South Cascades,8.8,roundtrip,1570.0,2370.0,2.0,4,46.464933,-121.897383,2019-08-06,4,https://www.wta.org/go-hiking/hikes/kraus-ridge
Lake Evan,North Cascades,,,,,3.2,5,,,2020-04-25,8,https://www.wta.org/go-hiking/hikes/lake-evan
Klahhane Ridge Snowshoe,Olympic Peninsula,4.0,roundtrip,1500.0,6080.0,2.0,2,47.9837991,-123.4524399,2020-02-22,4,https://www.wta.org/go-hiking/hikes/klahhane-ridge-snowshoe
Kelley Hollow,Central Washington,12.0,roundtrip,2000.0,,3.75,4,,,2018-04-27,3,https://www.wta.org/go-hiking/hikes/kelley-hollow
Kennedy Hotsprings,Central Cascades,,,,,3.4,5,48.1549333333,-121.266233333,2020-09-08,15,https://www.wta.org/go-hiking/hikes/kennedy-hotsprings
Lake Hazard,North Cascades,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/lake-hazard
Judkin Trail,South Cascades,,,,,3.75,4,,,2019-08-18,1,https://www.wta.org/go-hiking/hikes/judkin-trail
Jupiter Lakes,Olympic Peninsula,,,,,3.5,4,,,1999-09-05,1,https://www.wta.org/go-hiking/hikes/jupiter-lakes
Kachess Nature,Snoqualmie Region,,,,,1.33,3,,,2001-06-09,1,https://www.wta.org/go-hiking/hikes/kachess-nature
Jefferson Lake,Olympic Peninsula,,,,,2.75,4,47.6369678649,-123.190796301,2020-08-01,5,https://www.wta.org/go-hiking/hikes/jefferson-lake
Joker Mountain,North Cascades,,,,,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/joker-mountain
Union Creek,Mount Rainier Area,4.5,roundtrip,900.0,4035.0,3.0,8,46.9325537939,-121.359422067,2020-07-19,51,https://www.wta.org/go-hiking/hikes/union-creek
Tyler Peak Trail,Olympic Peninsula,,,3000.0,6364.0,0.0,0,47.882321,-123.14357,2020-12-06,17,https://www.wta.org/go-hiking/hikes/tyler-peak-trail
Wallula Gap Overlook,Central Washington,,,,,2.0,2,46.0635159504,-118.953186683,2019-12-18,11,https://www.wta.org/go-hiking/hikes/wallula-gap
Waptus River,Snoqualmie Region,22.0,roundtrip,700.0,3100.0,3.4,10,47.409172,-121.103769,2020-10-15,202,https://www.wta.org/go-hiking/hikes/waptus-river
Welch Peaks,Olympic Peninsula,9.0,roundtrip,3300.0,6100.0,5.0,2,47.8592457582,-123.01202774,2020-06-29,17,https://www.wta.org/go-hiking/hikes/welch-peaks
Wagon Road Trail,Snoqualmie Region,2.0,roundtrip,,,3.67,6,47.4130493514,-121.441700638,2020-09-05,32,https://www.wta.org/go-hiking/hikes/wagon-road-1
Twisp River Rearing Ponds,North Cascades,1.0,roundtrip,,,4.0,1,48.3657243883,-120.132263659,2020-10-11,5,https://www.wta.org/go-hiking/hikes/twisp-river-rearing-ponds
Vendovi Island Trails,Puget Sound and Islands,3.0,roundtrip,100.0,,4.0,1,48.6083979256,-122.608795166,2015-08-22,2,https://www.wta.org/go-hiking/hikes/vendovi-island-trails
Washington Park Arboretum,Puget Sound and Islands,5.0,roundtrip,50.0,150.0,3.4,10,47.641566895,-122.290534973,2021-04-07,84,https://www.wta.org/go-hiking/hikes/washington-park-arboretum
Web Mountain,Snoqualmie Region,,,,5335.0,3.67,3,47.4344663676,-121.636917118,2021-04-07,44,https://www.wta.org/go-hiking/hikes/webb-mountain
Wedge Mountain,Central Cascades,2.0,roundtrip,2400.0,6900.0,3.67,3,47.481016589,-120.682067871,2020-07-11,40,https://www.wta.org/go-hiking/hikes/wedge-mtn
Voodoo Peak,North Cascades,,,,5198.0,0.0,0,48.1723013,-121.584729,2011-08-13,1,https://www.wta.org/go-hiking/hikes/voodoo-peak
Wenaha River Trail,Eastern Washington,29.9,one-way,2500.0,4000.0,4.0,1,45.947522,-117.454447,2021-04-18,25,https://www.wta.org/go-hiking/hikes/wenaha-river-trail-3106
Upper Wildcat Lake,Snoqualmie Region,17.0,roundtrip,4000.0,4920.0,3.0,2,47.4085735531,-121.375579834,2020-08-31,38,https://www.wta.org/go-hiking/hikes/upper-wildcat-lake
Twin Sisters Rock,Eastern Washington,1.0,roundtrip,200.0,500.0,4.0,5,46.042644303,-118.940374373,2021-03-27,31,https://www.wta.org/go-hiking/hikes/twin-sisters-rock
Twin Sisters Lakes,Mount Rainier Area,4.4,roundtrip,900.0,5200.0,3.58,12,46.75205,-121.36155,2020-08-22,94,https://www.wta.org/go-hiking/hikes/twin-sisters
Twin Lakes - Monte Cristo,North Cascades,17.2,roundtrip,2939.0,5300.0,5.0,2,48.0251328708,-121.443728023,2020-09-05,81,https://www.wta.org/go-hiking/hikes/twin-lakes-monte-cristo
Tronsen Ridge,Central Cascades,8.0,roundtrip,1000.0,5800.0,4.09,11,47.32268333,-120.5265,2021-04-04,154,https://www.wta.org/go-hiking/hikes/tronsen-ridge
Tumac Mountain,South Cascades,4.0,roundtrip,2304.0,6340.0,3.5,6,,,2020-09-05,21,https://www.wta.org/go-hiking/hikes/tumac-mountain
Townsend Mountain,Central Cascades,,,,,5.0,3,,,2020-06-26,13,https://www.wta.org/go-hiking/hikes/townsend-mountain
Tower Mountain,Eastern Washington,,,,,3.0,2,,,,0,https://www.wta.org/go-hiking/hikes/tower-mountain
Traditional Knowledge Trail,Snoqualmie Region,0.3,roundtrip,,,4.0,1,47.515650444,-121.844592495,2021-01-30,14,https://www.wta.org/go-hiking/hikes/traditional-knowledge-trail
Trail Creek,Snoqualmie Region,9.4,roundtrip,1840.0,4750.0,1.75,4,47.5430666667,-121.0976,2020-09-05,12,https://www.wta.org/go-hiking/hikes/trail-creek-1
Trail of Two Forests,South Cascades,0.5,roundtrip,50.0,1885.0,3.5,8,46.0993166667,-122.213633333,2020-12-27,18,https://www.wta.org/go-hiking/hikes/trail-of-two-forests
Trap Lake,Central Cascades,11.0,roundtrip,2700.0,5400.0,4.57,7,47.7185086,-121.1098757,2020-11-07,71,https://www.wta.org/go-hiking/hikes/trap-lake
Teanaway Butte via Jungle Creek,Snoqualmie Region,8.0,roundtrip,2150.0,4760.0,0.0,0,47.3314353301,-120.937671661,2021-01-23,7,https://www.wta.org/go-hiking/hikes/teanaway-butte-via-jungle-creek
Terrace Trail - Newcastle,Issaquah Alps,1.3,one-way,,,0.0,0,47.524453364,-122.149300575,2021-01-17,16,https://www.wta.org/go-hiking/hikes/terrace-trail-newcastle
Tooth Rock,Southwest Washington,2.1,roundtrip,315.0,,2.0,1,45.63364,-121.95004,2021-04-09,3,https://www.wta.org/go-hiking/hikes/toothrock
Tolt Pipeline Trail,Puget Sound and Islands,12.0,one-way,1060.0,535.0,2.67,3,47.746076344,-122.202193737,2021-04-16,44,https://www.wta.org/go-hiking/hikes/tolt-pipeline-trail
Thorp Lake,Snoqualmie Region,5.8,roundtrip,1260.0,4700.0,4.17,12,47.3733,-121.1582,2020-11-01,89,https://www.wta.org/go-hiking/hikes/thorp-lake
Wenatchee Crest Snowshoe (Blewett Pass),Central Cascades,6.0,roundtrip,400.0,4500.0,4.18,11,47.3357093669,-120.580364227,2021-03-15,129,https://www.wta.org/go-hiking/hikes/wenatchee-crest-snowshoe
Mount Washington,Snoqualmie Region,8.5,roundtrip,3250.0,4450.0,3.96,91,47.4419833333,-121.6722,2021-04-22,1179,https://www.wta.org/go-hiking/hikes/mount-washington-1
Curlew Lake State Park - Curlew Lake Nature Trail,Eastern Washington,1.6,roundtrip,160.0,2500.0,0.0,0,48.717817,-118.664117,2019-06-29,2,https://www.wta.org/go-hiking/hikes/curlew-lake-nature-trail
Squak Mountain's East Side Loop,Issaquah Alps,8.0,roundtrip,1700.0,2025.0,3.0,8,47.5284161855,-122.036304474,2021-03-13,42,https://www.wta.org/go-hiking/hikes/squak-mountain-eastside-loop
May Valley Trail,Issaquah Alps,6.0,roundtrip,,,2.83,6,47.4818721903,-122.054178715,2021-03-13,10,https://www.wta.org/go-hiking/hikes/squak-mountain-may-valley-trail
Sherman Creek Wildlife Area,Eastern Washington,8.0,trails,,1500.0,0.0,0,48.6083695498,-118.137981892,2020-02-23,1,https://www.wta.org/go-hiking/hikes/sherman-creek-wildlife-area
White Bluffs - Central Slope,Central Washington,6.0,roundtrip,,,0.0,0,,,2020-01-27,6,https://www.wta.org/go-hiking/hikes/white-bluffs-central-slope
Chief Joseph Wildlife Area - Joseph Canyon,Eastern Washington,2.0,roundtrip,,1160.0,0.0,0,46.0082894518,-117.043533325,2020-10-20,2,https://www.wta.org/go-hiking/hikes/chief-joseph-wildlife-area-joseph-canyon
Saddle Mountain East,Central Washington,,,,,3.25,4,46.7919451251,-119.446225315,2020-11-28,14,https://www.wta.org/go-hiking/hikes/saddle-mountain-east
Robinson Canyon - Ainsley Canyon,Central Washington,10.0,roundtrip,1200.0,3400.0,3.29,7,47.0142075,-120.705407,2020-09-22,77,https://www.wta.org/go-hiking/hikes/robinson-canyon-ainsley-canyon
Rattlesnake Slope Wildlife Area,Central Washington,5.0,roundtrip,1600.0,2000.0,3.43,7,46.3478755714,-119.470825195,2021-03-19,13,https://www.wta.org/go-hiking/hikes/rattlesnake-slope-wildlife-area
Potters Pond Fishing and Observation Platform,Eastern Washington,0.25,roundtrip,,,0.0,0,48.4269051,-117.6709467,,0,https://www.wta.org/go-hiking/hikes/potters-pond-fishing-and-observation-platform
Priest Rapids Wildlife Area,Central Washington,5.0,roundtrip,50.0,,2.5,4,46.7107467105,-119.952487287,2016-02-20,2,https://www.wta.org/go-hiking/hikes/priest-rapids-wildlife-area
Pipestone Canyon Rim Trail,North Cascades,9.0,roundtrip,1700.0,,4.33,3,48.45154,-120.07606,2021-04-19,28,https://www.wta.org/go-hiking/hikes/pipestone-canyon-rim-trail
Potholes Wildlife Area,Central Washington,4.0,roundtrip,,1050.0,3.4,5,46.9708616606,-119.348580837,2019-04-03,11,https://www.wta.org/go-hiking/hikes/potholes-wildlife-area
Oak Creek Road - Bethel Ridge,Central Washington,6.5,roundtrip,800.0,2500.0,0.0,0,46.7266897977,-120.811423268,2020-12-27,14,https://www.wta.org/go-hiking/hikes/oak-creek-road-bethel-ridge
